file,label
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_22_f000134.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_06_f000108.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_27_f000117.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/hunters_space_07_f000081.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/midnight_passenger_15_f000041.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_28_f000025.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_21_f000211.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/piratesofersatz_12_leinster_64kb_f000040.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/the_master_key_04_f000014.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_12_f000170.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/silent_bullet_02_f000091.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/midnight_passenger_11_f000121.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_17_f000029.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_04_f000026.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_12_f000143.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_55_f000139.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/silent_bullet_02_f000104.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/poisoned_pen_03_f000126.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_05_f000092.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_31_f000151.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_34_f000424.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/silent_bullet_06_f000174.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/pink_fairy_book_28_f000046.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_23_f000006.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_05_f000096.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/silent_bullet_03_f000099.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_06_f000022.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/midnight_passenger_13_f000137.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/the_master_key_05_f000097.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_25_f000123.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_23_f000052.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/skyisland_03_baum_64kb_f000007.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_06_f000128.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/emerald_city_of_oz_07_f000062.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_58_f000115.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_51_f000120.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/jane_eyre_30_f000205.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/the_master_key_13_f000026.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/wives_and_daughters_30_f000074.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_40_f000258.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/dorothy_and_wizard_oz_03_f000139.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_01_f000151.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/poisoned_pen_11_f000098.wav,spoof
MLAAD/fake/en/tts_models_en_ljspeech_vits/northandsouth_16_f000114.wav,spoof
