file,label
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_2_13_f000052.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/lupin_contre_holmes_16_f000164.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/madame_bovary_1_09_f000096.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/l_ile_mysterieuse_1_14_f000104.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_miserables_tome_5_64_f000037.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_miserables_tome_5_49_f000015.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/lupin_contre_holmes_01_f000086.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_2_48_f000051.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_miserables_tome_5_26_f000054.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_1_42_f000002.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_2_52_f000180.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_2_49_f000082.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_mysteres_de_paris_1_21_f000239.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_1_43_f000069.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_mysteres_de_paris_3_06_f000075.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/le_pays_des_fourrures_2_11_f000111.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_2_27_f000321.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_miserables_tome_5_64_f000045.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/la_vampire_18_f000025.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/monsieur_lecoq_2_32_f000108.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/sous_les_mers_1_14_f000074.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/sous_les_mers_1_06_f000063.wav,spoof
MLAAD/fake/fr/tts_models_fr_css10_vits/les_mysteres_de_paris_1_08_f000029.wav,spoof
